MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Length,Width,Draft,Cargo,TranscieverClass
366998510,31/12/2020 02:58,37.97502,-122.4273,10.1,26,22,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 01:03,37.90788,-122.36333,0.1,-147.6,248,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:44,38.04066,-122.3302,10.3,-158.9,244,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:32,37.93743,-122.42795,10.8,170,161,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:27,37.82186,-122.3112,0,22.3,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:32,37.80626,-122.34193,0,-59.1,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 19:29,37.82185,-122.3112,0,-114.1,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 17:47,37.82187,-122.3112,0,200.7,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:27,38.0414,-122.13433,0,-199.7,318,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 06:35,38.03675,-122.14545,10.6,-165.1,239,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 01:16,37.90792,-122.36335,0,171.1,246,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 17:05,37.82186,-122.3112,0,-54.7,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:17,37.82185,-122.31119,0,-175.7,107,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:01,38.04004,-122.133,1.7,5.5,339,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 20:59,37.82185,-122.31118,0,-101.1,103,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 15:58,37.82185,-122.31118,0,-164.3,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 14:27,37.82185,-122.31119,0,-124.5,108,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 19:19,37.82185,-122.3112,0,-75.1,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 13:57,37.81305,-122.3206,0.1,28,121,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 04:12,38.05944,-122.22878,8.6,88.4,82,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 14:58,37.82187,-122.31121,0,-70.5,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 16:10,37.82187,-122.31118,0,-197.7,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 03:09,38.00056,-122.4048,9.6,50,43,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:19,37.81271,-122.32508,8.6,-163.7,236,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 13:33,37.81277,-122.32799,1.7,44.5,247,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 00:52,37.90625,-122.36225,1.4,-70.9,183,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:25,37.81114,-122.3286,0,-117.5,180,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 17:33,37.82185,-122.3112,0,169.1,104,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:52,38.03483,-122.15536,10.3,-152.7,146,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 16:29,37.82188,-122.31118,0,-178.4,107,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 06:25,38.03992,-122.1378,0,-141.1,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:10,37.99803,-122.40787,10.4,-189.6,213,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:46,37.89631,-122.41307,11,166.1,159,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:26,37.95501,-122.43184,11.2,185.8,176,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 14:44,37.82186,-122.31119,0,-113.4,107,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 06:42,38.03332,-122.16275,3.3,-182.1,233,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:42,37.80624,-122.34192,0,187.6,220,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 15:42,37.82187,-122.31119,0,-81.4,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:32,37.81115,-122.32863,0.1,99.4,172,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:59,38.02185,-122.37924,10.5,-176.9,227,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 05:17,38.03996,-122.13782,0,-91.2,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 04:46,38.03968,-122.1378,1.6,8.6,207,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 01:26,37.90437,-122.36407,8.2,-173.2,234,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 05:27,38.03993,-122.1378,0,-144.5,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:22,38.04144,-122.13431,0.1,-182.4,317,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:52,37.82185,-122.31118,0,-86.9,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 02:31,37.90964,-122.40332,10.1,-102.5,303,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 16:49,37.82189,-122.31119,0,-187.2,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:33,37.93404,-122.42687,11,164.8,155,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 06:26,38.03992,-122.13781,0,3.8,233,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:03,37.80617,-122.34195,0,167.3,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:06,38.05794,-122.19887,10.8,-127.7,270,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 10:55,37.80627,-122.34192,0,-121,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:03,38.01255,-122.39125,10.6,-183.1,220,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:09,37.80622,-122.34192,0,145.5,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:01,37.80621,-122.34194,0,-174.4,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 15:36,37.82186,-122.3112,0,-66.1,104,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:30,37.80624,-122.34193,0,-66.9,216,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:15,38.0603,-122.23176,11.1,-135.4,267,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 13:03,37.80416,-122.37118,5.3,-178.5,184,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 10:53,37.80627,-122.34191,0,-92.9,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 22:14,37.81285,-122.33405,4.7,-158.6,240,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 20:37,37.82185,-122.31117,0,-93.6,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:21,37.80626,-122.34193,0.1,-171.9,215,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 08:29,38.0542,-122.27984,10.3,-154.6,248,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 00:21,37.90856,-122.40284,8.2,131.6,127,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 13:34,37.81312,-122.32717,2.3,62.4,264,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 20:36,37.82186,-122.31118,0,62.1,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 19:18,37.82185,-122.31119,0,-168.9,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:39,37.91676,-122.4197,11.1,160.1,154,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 22:15,37.81216,-122.33584,5.1,-171,228,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 05:45,38.03994,-122.13781,0,-180.8,232,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:30,37.80625,-122.34193,0,-67.8,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 00:46,37.90465,-122.36193,0.9,57,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 16:50,37.82191,-122.3112,0,-189.7,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 06:41,38.03384,-122.16176,0.7,-139.7,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 15:17,37.82186,-122.31121,0,-120.4,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:55,37.8125,-122.32484,1.5,41.2,511,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:05,38.00772,-122.39749,10.6,-183.7,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 20:25,37.82186,-122.31118,0,-141.4,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 00:11,37.92044,-122.4249,9.8,11,3,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 06:09,38.03992,-122.13781,0,-187.8,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 03:33,38.03629,-122.34235,8.8,62.6,57,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 13:54,37.81307,-122.32062,0.1,-186.6,121,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:55,37.8062,-122.34196,0,-164.5,215,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 02:38,37.92359,-122.41887,9.5,-85.4,318,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 22:57,37.82185,-122.3112,0,-140.6,104,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:23,38.05913,-122.26062,10.1,-147.9,253,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 13:58,37.81306,-122.32062,0,-73.7,120,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 13:06,37.80228,-122.36498,6.2,92.3,97,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:36,37.81118,-122.32861,0,-171.1,180,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:38,37.81116,-122.3286,0,88.2,181,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:33,37.80624,-122.34193,0,-174.6,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 04:41,38.03544,-122.14768,9.1,62.9,60,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 08:10,38.05934,-122.21149,10.7,-130.5,271,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:31,37.81115,-122.32863,0,-183.1,170,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:18,37.80625,-122.34193,0,-56.7,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 15:34,37.82186,-122.3112,0,-120.9,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 16:56,37.82187,-122.3112,0,-154.2,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:20,37.80625,-122.34192,0,-95.3,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 20:27,37.82185,-122.31117,0,-138.5,107,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 04:29,38.04814,-122.17984,8.9,132.7,129,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 04:27,38.05132,-122.18503,8.6,128,123,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:44,37.80627,-122.34192,0,-146.6,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:04,37.84582,-122.3777,11.6,138.8,132,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:43,37.82185,-122.31119,0,27.6,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 10:47,37.80624,-122.34191,0,100.5,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 14:20,37.82186,-122.31119,0.1,6.3,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 08:26,38.05712,-122.26857,10.1,-157.1,246,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:21,38.04142,-122.1343,0,-122.2,320,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 19:26,37.82185,-122.31119,0,-159.2,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 09:08,38.00249,-122.40291,10.6,-189,213,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:42,38.04142,-122.13432,0,-78.7,511,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:26,38.04141,-122.13431,0,-191.2,321,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:22,37.80624,-122.34193,0,-58.4,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 17:41,37.82186,-122.31119,0,-140.7,107,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 07:10,38.04136,-122.13441,0,-109.2,318,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 10:27,37.80625,-122.34192,0,-152.7,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 00:42,37.90386,-122.36332,2.7,32,199,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 08:43,38.0419,-122.3262,10.4,-164.4,239,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:46,37.80624,-122.34192,0,144.6,220,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 05:31,38.03994,-122.1378,0,-107.4,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:24,37.81113,-122.32859,0.1,-149.3,185,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:09,37.82184,-122.31119,0,-176,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 03:29,38.03236,-122.35225,9,64.5,59,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 19:09,37.82185,-122.3112,0,-126.1,105,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 01:59,37.90838,-122.38715,0,-170.1,265,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 17:20,37.82185,-122.3112,0,-162.4,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 18:58,37.82186,-122.31118,0,-90.3,106,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:47,37.80624,-122.34192,0,-189.7,217,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 11:14,37.80624,-122.34193,0,-51,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 08:45,38.03951,-122.33409,10.4,-163.1,240,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 14:14,37.81535,-122.31882,9.6,29,19,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
366998510,31/12/2020 12:38,37.80622,-122.34193,0,-86.3,219,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 02:17,37.90838,-122.38714,0,-153.5,266,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 05:38,38.03995,-122.13781,0,-202.3,231,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 04:19,38.05747,-122.2081,9.1,100.7,94,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 21:17,37.81562,-122.31965,8.6,-184.3,218,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,B
366998510,31/12/2020 12:57,37.80067,-122.35936,8.3,-146.3,252,LIBERTY,IMO7717626,WDC2845,31,29,9,3.9,31,A
